fsa,province,city,urban_rural,region_band,shipping_zone_code,active,notes
G9T,QC,Grand-mere,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=33
G9X,QC,La Tuque,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=39
H0M,QC,Akwesasne,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=2
H1A,QC,Pointe-aux-trembles,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=62
H1B,QC,Pointe-aux-trembles,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=47
H1C,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=15
H1E,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=91
H1G,QC,Montreal-nord,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=117
H1H,QC,Montreal-nord,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=47
H1J,QC,Anjou,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=10
H1K,QC,Anjou,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=36
H1L,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=60
H1M,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=71
H1N,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=84
H1P,QC,Saint-leonard,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=22
H1R,QC,Saint-leonard,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=27
H1S,QC,Saint-leonard,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=30
H1T,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=15
H1V,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=40
H1W,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=32
H1X,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=41
H1Y,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
H1Z,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=21
H2A,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=12
H2B,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
H2C,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=34
H2E,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=91
H2G,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=92
H2H,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=49
H2J,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=91
H2K,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=93
H2L,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=73
H2M,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=66
H2N,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=15
H2P,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=48
H2R,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=46
H2S,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=60
H2T,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=34
H2V,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=66
H2W,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=38
H2X,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=243
H2Y,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=88
H2Z,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=45
H3A,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=92
H3B,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=168
H3C,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=50
H3E,QC,Verdun,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=5
H3G,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=79
H3H,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=123
H3J,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=8
H3K,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=10
H3L,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=54
H3M,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=25
H3N,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=34
H3P,QC,Mont-royal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=6
H3R,QC,Mont-royal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=2
H3S,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=110
H3T,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=23
H3V,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=36
H3W,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=73
H3X,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=34
H3Y,QC,Westmount,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=2
H3Z,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=29
H4A,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=44
H4B,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=102
H4C,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=14
H4E,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=86
H4G,QC,Verdun,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=32
H4H,QC,Verdun,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=48
H4J,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=123
H4K,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=11
H4L,QC,Saint-laurent,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=67
H4M,QC,Saint-laurent,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=14
H4N,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=46
H4P,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=27
H4R,QC,Saint-laurent,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
H4S,QC,Saint-laurent,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
H4T,QC,Saint-laurent,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=8
H4V,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=15
H4W,QC,Cote Saint-luc,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=6
H4X,QC,Montreal-ouest,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
H4Y,QC,Dorval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
H4Z,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=9
H5B,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
H7A,QC,Laval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=10
H7B,QC,Laval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
H7E,QC,Laval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=2
H7G,QC,Laval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=14
H7H,QC,Laval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=9
H7K,QC,Laval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=5
H7L,QC,Laval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=21
H7M,QC,Laval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=5
H7N,QC,Laval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=50
H7P,QC,Laval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=14
H7R,QC,Laval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=28
H7S,QC,Laval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=18
H7T,QC,Laval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=15
H7V,QC,Laval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=14
H7W,QC,Laval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=31
H7X,QC,Laval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
H7Y,QC,Laval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
H8N,QC,Lasalle,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=82
H8P,QC,Lasalle,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=13
H8R,QC,Lasalle,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=25
H8S,QC,Lachine,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=43
H8T,QC,Lachine,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=26
H8Y,QC,Pierrefonds,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=34
H8Z,QC,Pierrefonds,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=21
H9A,QC,Pierrefonds,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=13
H9B,QC,Dollard-des-ormeaux,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=35
H9C,QC,Lile-bizard,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
H9G,QC,Dollard-des-ormeaux,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
H9H,QC,Kirkland,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=48
H9J,QC,Kirkland,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=21
H9K,QC,Pierrefonds,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=6
H9P,QC,Dorval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
H9R,QC,Pointe-claire,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=65
H9S,QC,Dorval,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=88
H9W,QC,Beaconsfield,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=18
H9X,QC,Senneville,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=19
J0A,QC,Kingsey Falls,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=21
J0B,QC,Sherbrooke,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=86
J0C,QC,Drummondville,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=31
J0E,QC,Stukely-sud,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=36
J0G,QC,Saint-aime,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=13
J0H,QC,Saint-nazaire-dacton,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=27
J0J,QC,Napierville,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=47
J0K,QC,Saint-jean-de-matha,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=71
J0L,QC,Montreal,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=31
J0M,QC,Puvirnituq,rural,north,QC_NORTH_RURAL,true,source=postal-codes-canada.csv;records=28
J0N,QC,Montreal,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=10
J0P,QC,Rigaud,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=3
J0R,QC,Montreal,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=53
J0S,QC,Franklin,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=17
J0T,QC,Val-david,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=76
J0V,QC,Saint-andre-dargenteuil,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=41
J0W,QC,Ferme-neuve,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=35
J0X,QC,Wakefield,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=62
J0Y,QC,Val D Or,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=42
J0Z,QC,Temiscaming,rural,south,QC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=65
J1A,QC,Coaticook,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=22
J1E,QC,Sherbrooke,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=19
J1G,QC,Sherbrooke,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=27
J1H,QC,Sherbrooke,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=86
J1J,QC,Sherbrooke,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=25
J1K,QC,Sherbrooke,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=35
J1L,QC,Sherbrooke,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=33
J1M,QC,Sherbrooke,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=48
J1N,QC,Sherbrooke,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=58
J1S,QC,Windsor,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=22
J1T,QC,Asbestos,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=22
J1X,QC,Magog,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=60
J1Z,QC,Saint-cyrille-de-wendover,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=15
J2A,QC,Saint-nicephore,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=4
J2B,QC,Drummondville,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=83
J2C,QC,Drummondville,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=60
J2E,QC,Drummondville,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
J2G,QC,Montreal,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=14
J2J,QC,Granby,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=5
J2K,QC,Cowansville,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
J2L,QC,Bromont,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
J2S,QC,Saint-hyacinthe,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=56
J2T,QC,Saint-hyacinthe,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=5
J2W,QC,Saint-jean-sur-richelieu,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
J2X,QC,Saint-jean-sur-richelieu,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
J3A,QC,Saint-jean-sur-richelieu,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
J3B,QC,Saint-jean-sur-richelieu,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=6
J3E,QC,Sainte-julie,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
J3G,QC,Beloeil,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=4
J3H,QC,Mont-saint-hilaire,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
J3L,QC,Chambly,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=5
J3N,QC,Saint-basile-le-grand,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=2
J3P,QC,Sorel-tracy,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=19
J3R,QC,Sorel-tracy,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=11
J3T,QC,Nicolet,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=19
J3V,QC,Saint-bruno,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
J3X,QC,Varennes,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=22
J3Y,QC,Saint-hubert,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=14
J4B,QC,Boucherville,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
J4G,QC,Longueuil,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=8
J4H,QC,Longueuil,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=8
J4J,QC,Longueuil,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=14
J4K,QC,Longueuil,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=9
J4L,QC,Longueuil,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=14
J4M,QC,Longueuil,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
J4N,QC,Longueuil,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=4
J4P,QC,Saint-lambert,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
J4R,QC,Saint-lambert,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
J4S,QC,Saint-lambert,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=2
J4T,QC,Saint-hubert,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=4
J4V,QC,Greenfield Park,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=12
J4W,QC,Brossard,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=7
J4X,QC,Brossard,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=5
J4Y,QC,Brossard,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=5
J4Z,QC,Brossard,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=13
J5A,QC,Saint-constant,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=17
J5R,QC,Candiac,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
J5V,QC,Louiseville,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
J5W,QC,Saint-sulpice,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
J5X,QC,Lepiphanie,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
J5Y,QC,Repentigny,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=9
J5Z,QC,Le Gardeur,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
J6A,QC,Repentigny,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=41
J6E,QC,Joliette,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=5
J6J,QC,Chateauguay,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
J6K,QC,Chateauguay,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=2
J6N,QC,Beauharnois,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=19
J6V,QC,Terrebonne,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
J6W,QC,Terrebonne,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=15
J6X,QC,Terrebonne,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=18
J6Y,QC,Terrebonne,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=9
J6Z,QC,Bois-des-filion,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=5
J7A,QC,Rosemere,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=14
J7B,QC,Blainville,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=2
J7C,QC,Blainville,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=5
J7E,QC,Sainte-therese,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=25
J7G,QC,Boisbriand,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=10
J7H,QC,Boisbriand,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
J7K,QC,Mascouche,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
J7L,QC,Mascouche,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=9
J7M,QC,Terrebonne,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=14
J7N,QC,Mirabel,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=4
J7P,QC,Saint-eustache,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=13
J7R,QC,Saint-eustache,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=9
J7T,QC,Saint-lazare,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
J7V,QC,Pincourt,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=44
J7Y,QC,Saint-jerome,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=17
J7Z,QC,Saint-jerome,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=10
J8C,QC,Sainte-agathe-des-monts,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=36
J8G,QC,Harrington,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=5
J8H,QC,Lachute,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
J8L,QC,Gatineau,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=56
J8M,QC,Gatineau,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=13
J8N,QC,Val-des-monts,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=25
J8P,QC,Gatineau,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=47
J8R,QC,Gatineau,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=15
J8T,QC,Gatineau,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=84
J8V,QC,Cantley,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=32
J8X,QC,Gatineau,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=40
J8Y,QC,Gatineau,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=84
J8Z,QC,Gatineau,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=45
J9A,QC,Gatineau,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=25
J9E,QC,Maniwaki,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=22
J9H,QC,Gatineau,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=63
J9J,QC,Gatineau,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=4
J9L,QC,Mont-laurier,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=28
J9P,QC,Val-dor,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=63
J9T,QC,Amos,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=41
J9X,QC,Rouyn-noranda,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=63
J9Y,QC,Rouyn-noranda,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=6
J9Z,QC,La Sarre,urban,south,QC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=40
K0A,ON,Carp,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=97
K0B,ON,Alfred,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=39
K0C,ON,St Andrews West,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=99
K0E,ON,Prescott,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=71
K0G,ON,Elgin,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=58
K0H,ON,Elginburg,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=105
K0J,ON,Eganville,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=72
K0K,ON,Wellington,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=193
K0L,ON,Lakefield,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=120
K0M,ON,Haliburton,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=91
K1A,ON,Ottawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=27
K1B,ON,Gloucester,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=65
K1C,ON,Orleans,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=58
K1E,ON,Orleans,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=13
